,EffectRef,StudyRef,Latin,SpeciesRef,MeasureType_Category,SampleSize,R_value,Fishers_Z_r,Variance,No_of_years,Populationtype,GroupSize,StudyPopulation,Rank_Cont_Cat,RankDetermined,LitterSize,LittersPerYear,CooperativeBreeding,PluralBreeding,AssociatedBreeding,DominanceSystem,Philopatry,DietCategory,EnvironmentalHarshness,PopulationDensity,AverageRelatedness,CoalitionFormation,maleinfanticide,sexratio_socialgroup,SexualDimorphism_Weight,BreedingSystem,SpeciesIncluded,MaximumLifespan,Reference_DominanceSucccess,Reference_DominanceSucccess_doi,Reference_DominanceSystem,Reference_DominanceSystem_doi,Reference_Relatedness,Reference_Relatedness_doi
256,256,78,Nanger_dama,53,infant_survival,17,0.08,0.0802,0.0714,1,Captive,18,Almeria_Spain,Categorical,Agonism,1,1,0,0,1,NA,FemalePhilopatry,Herbivore,NA,NA,NA,NA,NA,NA,NA,3,Nanger_dama,NA,https://www.researchgate.net/profile/Concepcion_Alados/publication/248910140_The_determinants_of_social_status_and_the_effect_of_female_rank_on_reproductive_success_in_Dama_and_Cuvier%27s_gazelles/links/5645b91508ae54697fb987d1/The-determinants-of-social-status-and-the-effect-of-female-rank-on-reproductive-success-in-Dama-and-Cuviers-gazelles.pdf,10.1080/08927014.1992.9525336,https://www.tandfonline.com/doi/pdf/10.1080/08927014.1992.9525336?needAccess=true,0.1080/08927014.1992.9525336,NA,NA
257,257,79,Capra_nubiana,37,infant_production,7,0.0497,0.0497,0.0197,2,Captive,9,RamatGan_Israel,Continuous,Agonism,1,1,0,0,1,Age,FemalePhilopatry,Herbivore,1.14716078,NA,NA,No,NA,0,1.173510871,3,Capra_nubiana,2.35564305,https://www.sciencedirect.com/science/article/pii/S0093691X07006826,10.1016/j.theriogenology.2007.11.017,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0310.1994.tb01072.x,10.1111/j.1439-0310.1994.tb01072.x,NA,NA
258,258,80,Ozotoceros_bezoarticus,55,infant_production,97,0.0608,0.0609,0.0064,1,Captive,5.4,Maldonado_Urugay,Continuous,Agonism,1,1,0,0,1,Age,NA,Herbivore,0.22625271,NA,NA,No,NA,NA,1.138828383,3,Ozotoceros_bezoarticus,2.411451342,https://reader.elsevier.com/reader/sd/pii/S0376635714000692?token=2AA233ED8BAB55039F3D85BA0C5818D53326381595931D6BFCD734A76C7E8A0364C47115DEC4197F79A46AA1AB695245,10.1016/j.beproc.2014.03.004,https://www.sciencedirect.com/science/article/abs/pii/S0376635714000692,10.1016/j.beproc.2014.03.004,NA,NA
259,259,80,Ozotoceros_bezoarticus,55,infant_production,97,0.0218,0.0218,0.0102,1,Captive,5.4,Maldonado_Urugay,Continuous,Agonism,1,1,0,0,1,Age,NA,Herbivore,0.22625271,NA,NA,No,NA,NA,1.138828383,3,Ozotoceros_bezoarticus,2.411451342,https://reader.elsevier.com/reader/sd/pii/S0376635714000692?token=2AA233ED8BAB55039F3D85BA0C5818D53326381595931D6BFCD734A76C7E8A0364C47115DEC4197F79A46AA1AB695245,10.1016/j.beproc.2014.03.004,https://www.sciencedirect.com/science/article/abs/pii/S0376635714000692,10.1016/j.beproc.2014.03.004,NA,NA
260,260,81,Mus_musculus,39,infant_production,55,0.3437,0.3583,0.0235,1,Captive,5,Williams_USA,Categorical,Agonism,4.2,5,0,1,0,Condition,FemalePhilopatry,Herbivore,NA,NA,0,Yes,NA,NA,NA,2,Mus_musculus,NA,https://psycnet.apa.org/fulltext/1986-13762-001.pdf,10.1037/0735-7036.99.4.411,https://www.zora.uzh.ch/id/eprint/458/1/ZORA_NL_458.pdf,10.1007/s00265-004-0787-4,https://sci-hub.st/10.1037/0735-7036.99.4.411,10.1037/0735-7036.99.4.411
261,261,81,Mus_musculus,39,interbirth_interval,36,0.5748,0.6547,0.0303,1,Captive,5,Williams_USA,Categorical,Agonism,4.2,5,0,1,0,Condition,FemalePhilopatry,Herbivore,NA,NA,0,Yes,NA,NA,NA,2,Mus_musculus,NA,https://psycnet.apa.org/fulltext/1986-13762-001.pdf,10.1037/0735-7036.99.4.411,https://www.zora.uzh.ch/id/eprint/458/1/ZORA_NL_458.pdf,10.1007/s00265-004-0787-4,https://sci-hub.st/10.1037/0735-7036.99.4.411,10.1037/0735-7036.99.4.411
262,262,81,Mus_musculus,39,infant_production,36,-0.1376,-0.1385,0.0303,1,Captive,5,Williams_USA,Categorical,Agonism,4.2,5,0,1,0,Condition,FemalePhilopatry,Herbivore,NA,NA,0,Yes,NA,NA,NA,2,Mus_musculus,NA,https://psycnet.apa.org/fulltext/1986-13762-001.pdf,10.1037/0735-7036.99.4.411,https://www.zora.uzh.ch/id/eprint/458/1/ZORA_NL_458.pdf,10.1007/s00265-004-0787-4,https://sci-hub.st/10.1037/0735-7036.99.4.411,10.1037/0735-7036.99.4.411
263,263,82,Helogale_parvula,29,infant_production,118,0.789,1.0687,0.0441,5,Wild,2.5,Serengeti_Tanzania,Categorical,Agonism,3.2,2.3,1,0,0,Condition,FemalePhilopatry,Carnivore,0.76820982,NA,0.36,No,NA,0.5,0.959189226,1,Helogale_parvula,2.033423756,https://reader.elsevier.com/reader/sd/pii/S0003347280800194?token=2159E2ADCED8E61B5B20A894DA34CD1C137DD4861ACC0A8093FDCE443B1C6B60B64BF1B797259442E3A97E537D3A7FBD,10.1016/S0003-3472(80)80019-4,https://academic.oup.com/jmammal/article-abstract/86/2/255/890750,10.1644/BHE-002.1,https://www.researchgate.net/profile/Scott_Creel/publication/240590454_Inclusive_fitness_and_reproductive_success_in_dwarf_mongooses/links/543da86c0cf25d6b1ad94e67.pdf, 10.1093/beheco/5.3.339
264,264,83,Macaca_mulatta,20,infant_production,39,0.4481,0.4824,0.0333,1,Captive,6.5,Madingley_UK,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.61016059,11.1,NA,Yes,0,0.266666667,1.343126359,2,Macaca_mulatta,2.567614443,https://link.springer.com/content/pdf/10.1007%2FBF00164008.pdf,10.1007/BF00164008,https://link.springer.com/content/pdf/10.1007%2FBF02547673.pdf,10.1007/BF02547673,NA,NA
265,265,83,Macaca_mulatta,20,interbirth_interval,30,0.5843,0.6689,0.0403,1,Captive,6.5,Madingley_UK,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.61016059,11.1,NA,Yes,0,0.266666667,1.343126359,2,Macaca_mulatta,2.567614443,https://link.springer.com/content/pdf/10.1007%2FBF00164008.pdf,10.1007/BF00164008,https://link.springer.com/content/pdf/10.1007%2FBF02547673.pdf,10.1007/BF02547673,NA,NA
266,266,84,Cervus_elaphus,10,survival,283,0.0841,0.0843,0.0036,12,Wild,34.8,Rhum_Scotland,Continuous,Agonism,1,0.9,0,0,1,Age,FemalePhilopatry,Herbivore,1.98000318,2.9,0.06,Yes,NA,0.2,1.786038431,3,Cervus_elaphus,2.534305387,https://www.nature.com/articles/343261a0.pdf,10.1038/343261a0,https://sci-hub.tw/10.1111/j.1439-0310.1983.tb01341.x,10.1111/j.1439-0310.1983.tb01341.x,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-294X.2005.02692.x,10.1111/j.1365-294X.2005.02692.x
267,267,84,Cervus_elaphus,10,infant_production,283,0.1218,0.1224,0.0036,12,Wild,34.8,Rhum_Scotland,Continuous,Agonism,1,0.9,0,0,1,Age,FemalePhilopatry,Herbivore,1.98000318,2.9,0.06,Yes,NA,0.2,1.786038431,3,Cervus_elaphus,2.534305387,https://www.nature.com/articles/343261a0.pdf,10.1038/343261a0,https://sci-hub.tw/10.1111/j.1439-0310.1983.tb01341.x,10.1111/j.1439-0310.1983.tb01341.x,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-294X.2005.02692.x,10.1111/j.1365-294X.2005.02692.x
268,268,84,Macaca_mulatta,20,infant_production,52,0.3995,0.4231,0.0216,1,Captive,8.7,Madingley_UK,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.61016059,11.1,NA,Yes,0,0.266666667,1.343126359,2,Macaca_mulatta,2.567614443,https://www.nature.com/articles/343261a0.pdf,10.1038/343261a0,https://link.springer.com/content/pdf/10.1007%2FBF02547673.pdf,10.1007/BF02547673,NA,NA
269,269,85,Crocuta_crocuta,8,age_at_first_conception,19,0.66,0.7928,0.0625,13,Wild,21.4,MasaiMara_Kenya,Categorical,Agonism,1.4,1,0,1,0,Nepotism,FemalePhilopatry,Carnivore,0.07915992,0.1,0.1,Yes,0,0.504424779,0.74139999,2,Crocuta_crocuta,2.692935003,https://books.google.de/books?hl=de&lr=&id=YV5Qg2GSyWwC&oi=fnd&pg=PA364&dq=trivers+willard+mammals+dominance&ots=Zbm-GHICwn&sig=aiIjNyB-gHhE_UUt8-IC6GwtrjI#v=onepage&q&f=false,NA,https://link.springer.com/article/10.1023%2FA%3A1027352517231,10.1023/A:1027352517231,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-294X.2003.02071.x,10.1046/j.1365-294X.2003.02071.x
270,270,85,Crocuta_crocuta,8,survival,32,0.193,0.1955,0.0345,13,Wild,21.4,MasaiMara_Kenya,Categorical,Agonism,1.4,1,0,1,0,Nepotism,FemalePhilopatry,Carnivore,0.07915992,0.1,0.1,Yes,0,0.504424779,0.74139999,2,Crocuta_crocuta,2.692935003,https://books.google.de/books?hl=de&lr=&id=YV5Qg2GSyWwC&oi=fnd&pg=PA364&dq=trivers+willard+mammals+dominance&ots=Zbm-GHICwn&sig=aiIjNyB-gHhE_UUt8-IC6GwtrjI#v=onepage&q&f=false,NA,https://link.springer.com/article/10.1023%2FA%3A1027352517231,10.1023/A:1027352517231,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-294X.2003.02071.x,10.1046/j.1365-294X.2003.02071.x
271,271,85,Crocuta_crocuta,8,infant_survival,40,0.1184,0.119,0.027,13,Wild,21.4,MasaiMara_Kenya,Categorical,Agonism,1.4,1,0,1,0,Nepotism,FemalePhilopatry,Carnivore,0.07915992,0.1,0.1,Yes,0,0.504424779,0.74139999,2,Crocuta_crocuta,2.692935003,https://books.google.de/books?hl=de&lr=&id=YV5Qg2GSyWwC&oi=fnd&pg=PA364&dq=trivers+willard+mammals+dominance&ots=Zbm-GHICwn&sig=aiIjNyB-gHhE_UUt8-IC6GwtrjI#v=onepage&q&f=false,NA,https://link.springer.com/article/10.1023%2FA%3A1027352517231,10.1023/A:1027352517231,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-294X.2003.02071.x,10.1046/j.1365-294X.2003.02071.x
272,272,85,Crocuta_crocuta,8,interbirth_interval,47,0.2367,0.2413,0.0227,13,Wild,21.4,MasaiMara_Kenya,Categorical,Agonism,1.4,1,0,1,0,Nepotism,FemalePhilopatry,Carnivore,0.07915992,0.1,0.1,Yes,0,0.504424779,0.74139999,2,Crocuta_crocuta,2.692935003,https://books.google.de/books?hl=de&lr=&id=YV5Qg2GSyWwC&oi=fnd&pg=PA364&dq=trivers+willard+mammals+dominance&ots=Zbm-GHICwn&sig=aiIjNyB-gHhE_UUt8-IC6GwtrjI#v=onepage&q&f=false,NA,https://link.springer.com/article/10.1023%2FA%3A1027352517231,10.1023/A:1027352517231,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-294X.2003.02071.x,10.1046/j.1365-294X.2003.02071.x
273,273,85,Crocuta_crocuta,8,infant_production,36,0.3906,0.4125,0.0303,13,Wild,21.4,MasaiMara_Kenya,Categorical,Agonism,1.4,1,0,1,0,Nepotism,FemalePhilopatry,Carnivore,0.07915992,0.1,0.1,Yes,0,0.504424779,0.74139999,2,Crocuta_crocuta,2.692935003,https://books.google.de/books?hl=de&lr=&id=YV5Qg2GSyWwC&oi=fnd&pg=PA364&dq=trivers+willard+mammals+dominance&ots=Zbm-GHICwn&sig=aiIjNyB-gHhE_UUt8-IC6GwtrjI#v=onepage&q&f=false,NA,https://link.springer.com/article/10.1023%2FA%3A1027352517231,10.1023/A:1027352517231,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-294X.2003.02071.x,10.1046/j.1365-294X.2003.02071.x
274,274,86,Ateles_paniscus,56,infant_production,30,0.0754,0.0755,0.0168,4,Wild,15.5,ManuNationalPark_Peru,Categorical,Agonism,1,0.5,0,1,0,Age,FemaleDispersal,Frugivore,-1.1367846,8,NA,No,0,0.25,1.078962574,2,Ateles_paniscus,2.440909082,https://link.springer.com/content/pdf/10.1007%2FBF00302985.pdf,10.1007/BF00302985,https://library.wur.nl/WebQuery/wurpubs/fulltext/199878,NA,NA,NA
275,275,87,Crocuta_crocuta,8,infant_production,24,0.5,0.5493,0.0476,3,Wild,27,MasaiMara_Kenya,Continuous,Agonism,1.4,1,0,1,0,Nepotism,FemalePhilopatry,Carnivore,0.07915992,0.1,0.1,Yes,0,0.504424779,0.74139999,2,Crocuta_crocuta,2.692935003,https://academic.oup.com/beheco/article/16/3/606/190314,10.1093/beheco/ari033,https://link.springer.com/article/10.1023%2FA%3A1027352517231,10.1023/A:1027352517231,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-294X.2003.02071.x,10.1046/j.1365-294X.2003.02071.x
276,276,87,Crocuta_crocuta,8,infant_survival,24,0.148,0.1491,0.0476,3,Wild,27,MasaiMara_Kenya,Continuous,Agonism,1.4,1,0,1,0,Nepotism,FemalePhilopatry,Carnivore,0.07915992,0.1,0.1,Yes,0,0.504424779,0.74139999,2,Crocuta_crocuta,2.692935003,https://academic.oup.com/beheco/article/16/3/606/190314,10.1093/beheco/ari033,https://link.springer.com/article/10.1023%2FA%3A1027352517231,10.1023/A:1027352517231,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-294X.2003.02071.x,10.1046/j.1365-294X.2003.02071.x
277,277,87,Crocuta_crocuta,8,infant_production,24,0.454,0.4897,0.0476,3,Wild,27,MasaiMara_Kenya,Continuous,Agonism,1.4,1,0,1,0,Nepotism,FemalePhilopatry,Carnivore,0.07915992,0.1,0.1,Yes,0,0.504424779,0.74139999,2,Crocuta_crocuta,2.692935003,https://academic.oup.com/beheco/article/16/3/606/190314,10.1093/beheco/ari033,https://link.springer.com/article/10.1023%2FA%3A1027352517231,10.1023/A:1027352517231,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-294X.2003.02071.x,10.1046/j.1365-294X.2003.02071.x
278,278,88,Petrogale_concinna,57,interbirth_interval,52,0.1708,0.1725,0.0191,8,Captive,6.5,Australia,Categorical,Agonism,2,1.4,0,1,0,NA,NA,Frugivore,NA,NA,NA,NA,NA,NA,NA,2,Petrogale_concinna,NA,http://www.publish.csiro.au/WR/WR9860501,10.1071/WR9860501,http://www.publish.csiro.au/WR/WR9860501,10.1071/WR9860501,NA,NA
279,279,89,Macaca_assamensis,58,interbirth_interval,46,0.1675,0.1691,0.0222,3,Wild,13.5,PhuKhieo_Thailand,Continuous,Agonism,1,0.6,0,1,0,Condition,FemalePhilopatry,Omnivore,0.63681986,NA,0.17,Yes,NA,0.333333333,1.637220521,2,Macaca_assamensis,2.576110894,https://link.springer.com/article/10.1007/s00265-013-1530-9,10.1007/s00265-013-1530-9,https://d-nb.info/1044247673/34,NA,https://www.biorxiv.org/content/biorxiv/early/2019/07/26/714253.full.pdf,10.1093/beheco/arz213
280,280,90,Papio_ursinus,16,infant_survival,46,0.337,0.3507,0.0258,3,Wild,9.3,Moremi_Botswana,Categorical,Agonism,1,0.6,0,1,0,Nepotism,FemalePhilopatry,Omnivore,NA,2.8,0.07,No,1,0.2,1.97,2,Papio_ursinus,NA,https://link.springer.com/content/pdf/10.1007%2FBF02692263.pdf,NA,https://watermark.silverchair.com/31-2-306.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAp0wggKZBgkqhkiG9w0BBwagggKKMIIChgIBADCCAn8GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM8eY6N0_92rdrjkSWAgEQgIICUIo6DcbOozuZBYmEvxdaBUmpZDn0cNk1ID_vLopUXrdZjlrJ2UnNoY-SClDYtUnIQJUJXz0v4C0nLwBuUZn7pPqHrc_JOCeJ47OwXzbIm-wLHX6Lh6dDDoIeGT_V2O5dt6VCHvZMb8TB7v1U_Fj5PxT0TZOYskcmNgImToXJnMGYfcsfxqIUI0jGJ36YyFfc9PX3fLhS7M8SoSDPJbWIHkFdwwx2wlWf50L4LxREpJhWmswzDiRQ4TSeoWxWRu8BBaPKaK6LWUpdkmJm6Na_itSzTQ2o7_Ean4wz70zjSDYWdlZBQ_13LOZ-gjzPOLJFRCF6u0ziVUnQ4T06VtVHCuskUgAcNp_JOPb71lewNI5zETji1_dOtfjtg_00S87RB-nqJwPFLAdid1kanpxrSegJGpz--dqIId6tE575dvzyauM8JQfbKlzc3Md-EExp8z8TyzhBw5L2VdWyfAeMxFwqPV9hn3GSpXmY5wq04D--vupxF4BPot3hNZ44wI0oUPSz44WEy1_sg8IoMjn3k_R218jEnZvLdc5lEjbfWa9noK9wF8HL1cUu9D1yB8D6jKCaxL6u2ib6pHZ3fHlxFVJo49Y1EWAjUTBX3TssQ_b0e-bXIxi75v5XaN-IreK1ndgcb_OJz9rziqSkrTWdFBpS_-hnXyF4k7JNnxr5E9as3x1pNhdCuDbJs8Xo_TEuycVrVD_Bt1mEusRZG3QbbJ9IlkIw8R8bszI_Zm5w0MNpPqwDEVUaBcORBtlIbCcfwNvzJcqkE0EByDSb1y53ZEU,10.1093/icb/31.2.306,https://www.sas.upenn.edu/~seyfarth/Publications/Silk%20et%20al.%201999.pdf,10.1163/156853999501522
281,281,32,Macaca_fuscata,1,age_at_first_conception,34,-0.1124,-0.1129,0.0323,3,Provisioned,27.5,Arashiyama_Japan,Continuous,Agonism,1.4,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.64983156,30.2,0.03,Yes,1,0.304347826,1.370259311,2,Macaca_fuscata,2.36361198,https://link.springer.com/content/pdf/10.1007/BF02735737.pdf,10.1007/BF02735737,https://link.springer.com/article/10.1023/A:1024676705433,NA,https://www.researchgate.net/profile/Nicola_Koyama/publication/226746348_Matrilineal_Cohesion_and_Social_Networks_in_Macaca_fuscata/links/0c96052aad42a63391000000.pdf,NA
282,282,32,Macaca_fuscata,1,infant_survival,129,-0.0232,-0.0232,0.0078,3,Provisioned,27.5,Arashiyama_Japan,Continuous,Agonism,1.4,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.64983156,30.2,0.03,Yes,1,0.304347826,1.370259311,2,Macaca_fuscata,2.36361198,https://link.springer.com/content/pdf/10.1007/BF02735737.pdf,10.1007/BF02735737,https://link.springer.com/article/10.1023/A:1024676705433,NA,https://www.researchgate.net/profile/Nicola_Koyama/publication/226746348_Matrilineal_Cohesion_and_Social_Networks_in_Macaca_fuscata/links/0c96052aad42a63391000000.pdf,NA
283,283,32,Macaca_fuscata,1,infant_production,165,-0.0197,-0.0197,0.0061,3,Provisioned,27.5,Arashiyama_Japan,Continuous,Agonism,1.4,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.64983156,30.2,0.03,Yes,1,0.304347826,1.370259311,2,Macaca_fuscata,2.36361198,https://link.springer.com/content/pdf/10.1007/BF02735737.pdf,10.1007/BF02735737,https://link.springer.com/article/10.1023/A:1024676705433,NA,https://www.researchgate.net/profile/Nicola_Koyama/publication/226746348_Matrilineal_Cohesion_and_Social_Networks_in_Macaca_fuscata/links/0c96052aad42a63391000000.pdf,NA
284,284,91,Theropithecus_gelada,3,interbirth_interval,39,-0.1517,-0.1529,0.0278,4,Wild,30.5,SimienMountains_Ethiopia,Continuous,Agonism,1,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.29486713,51.4,0.28,Yes,1,0.2,1.624175009,2,Theropithecus_gelada,2.597695186,https://onlinelibrary.wiley.com/doi/epdf/10.1002/ajp.20916,10.1002/ajp.20916,https://link.springer.com/content/pdf/10.1007%2FBF00300665.pdf,10.1007/BF00300665,https://deepblue.lib.umich.edu/bitstream/handle/2027.42/110016/mec12987.pdf?sequence=2,10.1111/mec.12987
285,285,91,Theropithecus_gelada,3,infant_production,61,-0.114,-0.1145,0.0172,4,Wild,30.5,SimienMountains_Ethiopia,Continuous,Agonism,1,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.29486713,51.4,0.28,Yes,1,0.2,1.624175009,2,Theropithecus_gelada,2.597695186,https://onlinelibrary.wiley.com/doi/epdf/10.1002/ajp.20916,10.1002/ajp.20916,https://link.springer.com/content/pdf/10.1007%2FBF00300665.pdf,10.1007/BF00300665,https://deepblue.lib.umich.edu/bitstream/handle/2027.42/110016/mec12987.pdf?sequence=2,10.1111/mec.12987
286,286,92,Marmota_marmota,43,infant_production,74,0.0674,0.0675,0.0134,7,Wild,2,GrandeSassiere,Categorical,Other,4.3,1,1,0,0,Condition,FemaleDispersal,Herbivore,1.43890168,583.5,NA,No,1,0.5,NA,1,Marmota_marmota,2.306725177,https://www.nrcresearchpress.com/doi/pdf/10.1139/z02-205,10.1139/z02-205,https://www.sciencedirect.com/science/article/abs/pii/S0003347213004211,10.1016/j.anbehav.2013.09.017,NA,NA
287,287,92,Marmota_marmota,43,infant_production,147,0.758,0.9916,0.0113,7,Wild,2,GrandeSassiere,Categorical,Other,4.3,1,1,0,0,Condition,FemaleDispersal,Herbivore,1.43890168,583.5,NA,No,1,0.5,NA,1,Marmota_marmota,2.306725177,https://www.nrcresearchpress.com/doi/pdf/10.1139/z02-205,10.1139/z02-205,https://www.sciencedirect.com/science/article/abs/pii/S0003347213004211,10.1016/j.anbehav.2013.09.017,NA,NA
288,288,94,Papio_cynocephalus,14,infant_production,166,0,0,0.0061,28,Wild,15,Amboseli_Kenya,Continuous,Agonism,1,0.6,0,1,0,Nepotism,FemalePhilopatry,Omnivore,NA,5.9,0.08,Yes,1,0.25,2.06,2,Papio_cynocephalus,1.653212514,https://academic.oup.com/beheco/article/17/5/741/207003,10.1093/beheco/arl006,https://www.nature.com/articles/373060a0.pdf,10.1038/373060a0,http://www.princeton.edu/~baboon/publications/VanHorn_etal_BehavEcolSociobiol2007.pdf,10.1007/s00265-007-0415-1
289,289,94,Papio_cynocephalus,14,infant_survival,656,0.0044,0.0044,0.0015,28,Wild,15,Amboseli_Kenya,Continuous,Agonism,1,0.6,0,1,0,Nepotism,FemalePhilopatry,Omnivore,NA,5.9,0.08,Yes,1,0.25,2.06,2,Papio_cynocephalus,1.653212514,https://academic.oup.com/beheco/article/17/5/741/207003,10.1093/beheco/arl006,https://www.nature.com/articles/373060a0.pdf,10.1038/373060a0,http://www.princeton.edu/~baboon/publications/VanHorn_etal_BehavEcolSociobiol2007.pdf,10.1007/s00265-007-0415-1
290,290,95,Papio_cynocephalus,14,infant_production,120,0.2646,0.271,0.0085,28,Wild,15,Amboseli_Kenya,Continuous,Agonism,1,0.6,0,1,0,Nepotism,FemalePhilopatry,Omnivore,NA,5.9,0.08,Yes,1,0.25,2.06,2,Papio_cynocephalus,1.653212514,https://books.google.de/books?hl=de&lr=&id=LjqcAgAAQBAJ&oi=fnd&pg=PT158&dq=altmann+alberts+intraspecific+in+fertility+and+offspring+survival&ots=-NuCss1bjt&sig=kynz0eBVSY5UoZgn4U2iVMeYF54#v=onepage&q=altmann%20alberts%20intraspecific%20in%20fertility%20and%20offspring%20survival&f=false,NA,https://www.nature.com/articles/373060a0.pdf,10.1038/373060a0,http://www.princeton.edu/~baboon/publications/VanHorn_etal_BehavEcolSociobiol2007.pdf,10.1007/s00265-007-0415-1
291,291,95,Papio_cynocephalus,14,age_at_first_conception,120,0.2828,0.2907,0.0085,28,Wild,15,Amboseli_Kenya,Continuous,Agonism,1,0.6,0,1,0,Nepotism,FemalePhilopatry,Omnivore,NA,5.9,0.08,Yes,1,0.25,2.06,2,Papio_cynocephalus,1.653212514,https://books.google.de/books?hl=de&lr=&id=LjqcAgAAQBAJ&oi=fnd&pg=PT158&dq=altmann+alberts+intraspecific+in+fertility+and+offspring+survival&ots=-NuCss1bjt&sig=kynz0eBVSY5UoZgn4U2iVMeYF54#v=onepage&q=altmann%20alberts%20intraspecific%20in%20fertility%20and%20offspring%20survival&f=false,NA,https://www.nature.com/articles/373060a0.pdf,10.1038/373060a0,http://www.princeton.edu/~baboon/publications/VanHorn_etal_BehavEcolSociobiol2007.pdf,10.1007/s00265-007-0415-1
292,292,96,Papio_ursinus,16,interbirth_interval,32,0.0528,0.0529,0.0303,13,Wild,16,Tsaobis_Namibia,Continuous,Agonism,1,0.6,0,1,0,Nepotism,FemalePhilopatry,Omnivore,NA,2.8,0.2,No,1,0.2,1.97,2,Papio_ursinus,NA,Baniel_Tsaobis_BookChapter_2020,NA,https://watermark.silverchair.com/31-2-306.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAp0wggKZBgkqhkiG9w0BBwagggKKMIIChgIBADCCAn8GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM8eY6N0_92rdrjkSWAgEQgIICUIo6DcbOozuZBYmEvxdaBUmpZDn0cNk1ID_vLopUXrdZjlrJ2UnNoY-SClDYtUnIQJUJXz0v4C0nLwBuUZn7pPqHrc_JOCeJ47OwXzbIm-wLHX6Lh6dDDoIeGT_V2O5dt6VCHvZMb8TB7v1U_Fj5PxT0TZOYskcmNgImToXJnMGYfcsfxqIUI0jGJ36YyFfc9PX3fLhS7M8SoSDPJbWIHkFdwwx2wlWf50L4LxREpJhWmswzDiRQ4TSeoWxWRu8BBaPKaK6LWUpdkmJm6Na_itSzTQ2o7_Ean4wz70zjSDYWdlZBQ_13LOZ-gjzPOLJFRCF6u0ziVUnQ4T06VtVHCuskUgAcNp_JOPb71lewNI5zETji1_dOtfjtg_00S87RB-nqJwPFLAdid1kanpxrSegJGpz--dqIId6tE575dvzyauM8JQfbKlzc3Md-EExp8z8TyzhBw5L2VdWyfAeMxFwqPV9hn3GSpXmY5wq04D--vupxF4BPot3hNZ44wI0oUPSz44WEy1_sg8IoMjn3k_R218jEnZvLdc5lEjbfWa9noK9wF8HL1cUu9D1yB8D6jKCaxL6u2ib6pHZ3fHlxFVJo49Y1EWAjUTBX3TssQ_b0e-bXIxi75v5XaN-IreK1ndgcb_OJz9rziqSkrTWdFBpS_-hnXyF4k7JNnxr5E9as3x1pNhdCuDbJs8Xo_TEuycVrVD_Bt1mEusRZG3QbbJ9IlkIw8R8bszI_Zm5w0MNpPqwDEVUaBcORBtlIbCcfwNvzJcqkE0EByDSb1y53ZEU,10.1093/icb/31.2.306,https://hal.archives-ouvertes.fr/hal-01950023/file/Baniel%20et%20al%202018_GOA_Context%20dependence%20of%20female-female%20aggression.pdf, 10.1016/j.anbehav.2018.03.001
293,293,97,Vulpes_vulpes,59,infant_production,48,0.7226,0.913,0.0312,3,Wild,2,Bristol_UK,Categorical,Agonism,4.7,0.9,1,0,0,Condition,FemalePhilopatry,Omnivore,NA,1.1,0.37,No,0,0.5,1.040810774,1,Vulpes_vulpes,2.300595484,https://reader.elsevier.com/reader/sd/pii/S0003347298909502?token=9386352EFCBB1649E3F1C87A0E67C3EA6ABCA2BFCD6463182E67698E30E07C99C6E5DF799ED28C404C290138539ADF2D,10.1006/anbe.1998.0950,https://www.sciencedirect.com/science/article/abs/pii/S0003347298909502,10.1006/anbe.1998.0950,https://academic.oup.com/beheco/article/20/2/385/219176,10.1093/beheco/arn149
